condition,id,task,seed,prompt_hash,score,iterations,eligible,skipped,output_tokens
native_dense,ruler4k/ruler_4096_vt_p0623,vt,42,de3faf03d119ec292d87b818ebc27c76702806d4eacb19670dccc814d97242e6,0.0,4,0,0,30
native_dense,ruler4k/ruler_4096_vt_p0620,vt,42,63626bade152cd74b6120a42fcc713e53c86518e77cf94b8bb05c941bd6eee4a,0.0,4,0,0,30
native_dense,ruler4k/ruler_4096_cwe_p0045,cwe,42,bfcf4b52a0dd6646e7f1977825aed749da0db1624455550c7e4b0005d36bf4f6,1.0,6,0,0,63
native_dense,ruler4k/ruler_4096_cwe_p0014,cwe,42,6358699f441f11c7ee51c51d58e4013c22272ccbcc9d74cf9c224792227c9218,1.0,6,0,0,64
native_dense,ruler4k/ruler_4096_cwe_p0044,cwe,42,40da7d9a8dabc14ede9b3edd40572017ad91c060752fefb22d098b9e46a70569,1.0,6,0,0,68
native_dense,ruler4k/ruler_4096_cwe_p0005,cwe,42,a1ac0ee9b8d3d6fbfea8164480699498158e4f732b8f73fefd51e45c2af7798a,1.0,7,0,0,63
native_dense,ruler4k/ruler_4096_cwe_p0046,cwe,42,327255761be34b73002c16b49d33666ee697c40b80eb823e1ec9ee8d9d688038,1.0,9,0,0,63
native_dense,ruler4k/ruler_4096_cwe_p0036,cwe,42,a37348e65d33b1a14bb87bbd15896f1be9a2d8a20397882f28e64026f4767bb2,1.0,11,0,0,62
native_dense,ruler4k/ruler_4096_cwe_p0038,cwe,42,3d23bf868a9c20165654f8a7cc1d021bec3d59e4480962a475a1787eeeef120f,1.0,8,0,0,61
native_dense,ruler4k/ruler_4096_cwe_p0034,cwe,42,a2b5f9d437342694356a5bed5caa56516720c3c24209f10861dc66889f2cc4e5,1.0,9,0,0,62
native_dense,ruler4k/ruler_4096_cwe_p0004,cwe,42,12780ec9ff7d288d30ed09b658dd44e997d76aa4e696983f3e4779e953fe8f04,1.0,10,0,0,62
native_dense,ruler4k/ruler_4096_cwe_p0008,cwe,42,b81f61ad0d24a56feae85508d58c480040d0091f28c2682d5792bc97797325bd,1.0,8,0,0,62
native_dense,ruler4k/ruler_4096_fwe_p0087,fwe,42,16fa298c7245985713964f55babd9941866cd9f502561a080f2e1da4e46a255f,0.6667000000000001,3,0,0,22
native_dense,ruler4k/ruler_4096_fwe_p0096,fwe,42,57da086ecbea39898f7725d2a5594d0891924b1192f7cc832a39d3305048cdd9,1.0,3,0,0,24
native_dense,ruler4k/ruler_4096_fwe_p0067,fwe,42,6a00968813b930890b9d8a8236d421df73bb5653893e13b5579b1396a9f7e2b8,1.0,4,0,0,22
native_dense,ruler4k/ruler_4096_fwe_p0062,fwe,42,b9486e82e0a9970ff4f752085832989c02d3e0186e95a2b748bd9629e256facb,0.6667000000000001,4,0,0,23
native_dense,ruler4k/ruler_4096_fwe_p0088,fwe,42,8d120b2a4312ea91cd33c537f1cd10e6060c0a7e261052b2db531798e5e07bad,1.0,4,0,0,23
native_dense,ruler4k/ruler_4096_fwe_p0052,fwe,42,5a6004725b0a53d258f50ef247b40ea89414457abad6c43ecc9bb49f74e1169c,1.0,3,0,0,24
native_dense,ruler4k/ruler_4096_fwe_p0085,fwe,42,ce7fba76f73da72a29cb1a9eb674685845459dadf47bb1218e612954babad932,1.0,3,0,0,22
native_dense,ruler4k/ruler_4096_fwe_p0071,fwe,42,d843973080e5f93e1b39ce8cce5341d583b62b232342095ce6bf506321e01a94,1.0,3,0,0,23
native_dense,ruler4k/ruler_4096_fwe_p0075,fwe,42,74dab99d0aab3c14e77ba11a0d77b82c8d75abe3d622688ef64ebbc34be1644e,1.0,3,0,0,21
native_dense,ruler4k/ruler_4096_fwe_p0086,fwe,42,69670b27321fec6e735e4361d7b73c0920496cf79e1f424cff8d5a51ba3694fe,1.0,3,0,0,20
native_dense,ruler4k/ruler_4096_qa_1_p0505,qa_1,42,dfc616957fca79c516c29b6044a180b83f077b296a3202eedafb4e31029e4a76,0.0,2,0,0,10
native_dense,ruler4k/ruler_4096_qa_1_p0517,qa_1,42,a007c13dd1a196fb2ee764d65413cccb1d07b5cc996a33955f72923a68b3ee23,1.0,5,0,0,20
native_dense,ruler4k/ruler_4096_qa_1_p0501,qa_1,42,852969255c427f2ca395afdce4e633ba40eb8fb5921817992fc643ba1ab16b6d,1.0,4,0,0,17
native_dense,ruler4k/ruler_4096_qa_1_p0530,qa_1,42,a162c6477c6e6478fb97d42ec11716df2abc134feac1b5ec765622b9a358d3a2,1.0,4,0,0,8
native_dense,ruler4k/ruler_4096_qa_1_p0509,qa_1,42,255353b20d8ffd2d962d5830853b81014b8e4e2ad113cbe116fe1b2754189273,1.0,3,0,0,8
native_dense,ruler4k/ruler_4096_qa_1_p0549,qa_1,42,7d23ac5addd3206ea31de7705e76364b7d656d00cfd14354fa752b9e29579ae1,1.0,2,0,0,9
native_dense,ruler4k/ruler_4096_qa_1_p0514,qa_1,42,fcc5d586ab237ca84d597be8cd62496aeaa4374406bcbf84b9300656fe7288ad,1.0,5,0,0,18
native_dense,ruler4k/ruler_4096_qa_1_p0540,qa_1,42,333bb0dd8a9972c275fa9648978027c2a9fce7c10bb749106c0ccf25c0bb3612,1.0,2,0,0,10
native_dense,ruler4k/ruler_4096_qa_1_p0547,qa_1,42,811492b67af1ca7b375cc9017391a98155b214f7e2bb59abef0a79f75c6d70bf,1.0,2,0,0,6
native_dense,ruler4k/ruler_4096_qa_1_p0512,qa_1,42,660de8b61e41aa812403f334efcf909030631eb1e715a2764de1013981474ad5,1.0,2,0,0,8
native_dense,ruler4k/ruler_4096_qa_2_p0579,qa_2,42,515a1c9665425cbaaa1ae73b35d7616c50164b5880b10ba16d2d3cb581db8077,1.0,2,0,0,9
native_dense,ruler4k/ruler_4096_qa_2_p0588,qa_2,42,82a062b715ce57274a81267e8873b62e736b3d10889f90bdf3a43a3808af23aa,1.0,2,0,0,6
native_dense,ruler4k/ruler_4096_qa_2_p0551,qa_2,42,0c9d305f8640e44a8eee5fc63f283e409133ef5725d62b81317698828faecec2,1.0,4,0,0,21
native_dense,ruler4k/ruler_4096_qa_2_p0578,qa_2,42,cb4967b2c0e4b0770e147781ec0b71d6ef2bfbb2f4a21ae376e3f79d9db6d885,1.0,2,0,0,9
native_dense,ruler4k/ruler_4096_qa_2_p0583,qa_2,42,1ad492cdc5f1ff709e7d4c315cf766a566cf50f947e2a5aaa951bda8035ea058,1.0,3,0,0,6
native_dense,ruler4k/ruler_4096_qa_2_p0599,qa_2,42,5dfd7c7563dfc5e3f32396a60b8c9d9dbf1346a7780553e50810c9485a6a0adb,0.0,4,0,0,32
native_dense,ruler4k/ruler_4096_qa_2_p0589,qa_2,42,827954e15839b8ac59fb7e394b606d5eee0fd6f268f8832105e952034e485b7e,1.0,3,0,0,8
native_dense,ruler4k/ruler_4096_qa_2_p0559,qa_2,42,d55a6754a18b806b7b459ba27c9c9aaa785002acfcae3c2dde82d74ba0ac677a,1.0,2,0,0,6
native_dense,ruler4k/ruler_4096_qa_2_p0577,qa_2,42,60904ecb62467215293c6410d8edf1c80f081dd77dd637ece0c13ab0080c001e,1.0,2,0,0,6
native_dense,ruler4k/ruler_4096_qa_2_p0574,qa_2,42,a12ffe9225044b65b59b8c16d21eba0198d2f8d87f7e24e0ec2bc3b146b9d9c4,1.0,3,0,0,13
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0391,niah_single_1,42,84b2a69d0f8ac3fdac3e2ec089bff85b2f7594e7a19aa175c45a04fa35d75559,1.0,3,77280,0,23
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0365,niah_single_1,42,362202745bfe5344c23483c584679b8839fa7f402a2275b041ef2e2eb0391df7,1.0,4,103040,0,28
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0359,niah_single_1,42,22c4aa54f702816bb0df17c72a45850f72c43521617c0530b766b288d42f243c,1.0,3,77280,0,24
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0356,niah_single_1,42,e16efe4e6f2434fe8070e5bd2ff9472be7f1f120929e46ab729ef1df42a999d4,1.0,5,128800,0,28
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0393,niah_single_1,42,2468ef9fd703f76cd57ba84a60c67a685a020d08698b2530f7d9e692ba5f44f0,1.0,3,77280,0,28
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0398,niah_single_1,42,97ce39fbf2025ceccac24ea9ecf655eb0604555785dbf104316e69637543ae8a,1.0,4,103040,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0373,niah_single_1,42,4c47f2828d442b0e5c0132156bd91b3ccbac339bb35f6c08447aa4cb23995306,1.0,6,154560,0,24
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0377,niah_single_1,42,b4b8b756d972020e9195f5487cd62eeb6355deef26eb2e8911eb7b203abb471d,1.0,4,103040,0,28
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0386,niah_single_1,42,c191837a0906eef75a272f52e39b79b35e2026870a511f6c47a1b8fd0104e6ca,1.0,4,103040,0,29
kernel_dense,ruler4k/ruler_4096_niah_single_1_p0351,niah_single_1,42,4c5f87a7a4649fc38d57467051741d7abc30a788413f42f212337c9144556fb0,1.0,4,103040,0,29
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0418,niah_single_2,42,0c0970c55b901cac5e827bbc91c518ef9b6dd44decf09886a0e87b506488da09,1.0,4,96640,0,25
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0417,niah_single_2,42,9c24e81e63ccf9b37fd55a283a9de43b4cf8bdb8eca9700fd8780a44838a5b8a,1.0,4,103040,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0405,niah_single_2,42,12e3b643f0882dc1dd9c6bbbade302379bb4a2ca908d8d752366227d34af9c43,1.0,3,72480,0,29
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0433,niah_single_2,42,e68d45a10f3b6a2f2b432fee6387943942b3fc79e87860c551174e708fd6f712,1.0,3,77280,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0426,niah_single_2,42,e19912aa9fc527c02b94c5a6f9bd25b4a3b8860c0cf543acb7b2a6752625b655,1.0,3,77280,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0400,niah_single_2,42,23a78905359fae6c5b256969d7d7956bcac6bfedc6d6ba72c84e35f9e3c2b9d7,1.0,4,96640,0,28
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0429,niah_single_2,42,e6ae2e08b0022a1ab48df4a5249081768fbb7e281ae068e82284f6fdf1918129,1.0,3,72480,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0421,niah_single_2,42,35c2242668136cab280c6ec7c44248b6367ca3811041a841fc98747095cb0852,1.0,5,128800,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0428,niah_single_2,42,54ec3d0c7373a71a8c2ea1b0ed51bd6800842bd574fa81ac644aede61ff7173b,1.0,3,72480,0,23
kernel_dense,ruler4k/ruler_4096_niah_single_2_p0437,niah_single_2,42,6064a204397272c101337e8220e155be0f35a2273bae28924392d42a2944d742,1.0,3,77280,0,27
kernel_dense,ruler4k/ruler_4096_niah_single_3_p0468,niah_single_3,42,c3af63f11f27389ecd37df152d67c64d30cd233b8f5c795f95992f10b44cef78,1.0,3,72480,0,50
